zpid,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31
4152657,-2.0963387,0.29386023,-1.2063208,-0.7330184,0.17724964,-0.5079585,0.4347112,0.8118427,0.8360683,-0.7199437,-0.5160063,0.57316726,-0.13977477,-0.14529844,0.27706817,-0.3128989,0.280841,1.0876118,0.1675079,0.3334179,-0.2719915,0.10817676,-0.35687205,0.47047856,0.08794519,0.356513,-0.21437941,0.0569263,-0.28667676,-0.14874093,-0.30367076,-0.27378336
3624546,0.38371712,0.4659475,-0.5329853,-0.11498019,-0.03013462,-0.028400023,-0.5615638,0.21118662,0.26144826,0.10628978,-0.018141948,-0.26780882,-0.15922011,0.0034941821,0.3896742,0.07302249,0.40452155,0.03581172,-0.20122868,0.08482578,-0.10696023,0.061793104,-0.2619836,0.028481858,-0.17516665,-0.24038224,-0.058656447,0.104301706,0.31229302,-0.015716676,-0.041550025,-0.017575173
3497399,-1.5094326,-1.5440685,0.16756871,1.3302498,0.28911814,0.021828806,0.84833574,-0.0051182196,0.0038113378,-0.88313097,0.36456504,-0.016398327,0.029458942,-0.05776018,-0.30453455,-0.014310294,-0.2243213,-0.41672683,-0.32997787,0.17235014,0.16408953,0.53876245,-0.17837824,0.0216891,0.17058115,0.2536539,0.026024908,-0.11459847,0.088654734,0.20592888,-0.040658984,-0.10410393
3711947,2.994128,0.7604567,0.13249633,0.21755828,0.6057625,-0.2590081,0.387798,0.009425098,0.43717694,0.36138698,-0.05609616,0.4098109,0.16829535,0.05701595,-0.13707334,0.15737905,-0.43566173,0.33852792,0.4948997,-0.03710744,-0.17737801,0.08485528,0.3120631,-0.24976686,0.14804557,-0.098768935,0.059915353,-0.12213609,-0.15279873,0.052895952,-0.15938883,0.08933794
3576854,0.7954242,0.5058895,-0.10886058,0.002376919,0.34273753,0.056904793,0.552502,-0.17359734,-0.35012007,0.20713301,0.560844,-0.056105547,-0.28156945,0.15784329,0.14135195,-0.06570315,0.038054496,0.12722765,-0.023850156,-0.12406893,-0.27116877,-0.11523448,-0.0074300133,-0.014964773,0.09384444,0.03235409,-0.0060805934,-0.011172672,-0.08915985,0.24154556,0.24142183,-0.022556132
3628067,-0.28882167,0.5728153,-0.8184674,-0.7221583,0.5116104,0.56726956,-0.14264056,0.01066286,-0.048221435,-0.10325643,0.40592673,-3.017467e-05,-0.05972102,-0.07039516,0.1970653,0.16963075,-0.17050983,0.010685213,0.2787487,0.009031999,0.000711162,-0.13846661,0.0736794,0.08722857,0.014349844,-0.04559601,0.15332106,0.079324484,0.2527931,-0.14490119,0.14424561,-0.090784736
3921744,-1.803463,-0.9189916,0.07113867,-0.3112078,0.56069654,-0.3158871,-0.7156473,-0.24517381,-0.3164841,-0.11256273,0.38682225,-0.11009857,0.32414272,-0.047186617,-0.05426731,-0.91768706,-0.023385867,-0.29578584,0.52797675,-0.113271154,-0.088829815,-0.020437248,0.48629177,-0.03767198,-0.039420303,0.10257193,-0.28369236,0.0841151,0.043378383,0.22536339,0.57547826,0.114442855
119094489,3.7002113,-0.98977876,0.60878503,-0.31987476,0.29438624,0.15954357,-0.12245694,0.23477362,0.09322729,-0.23611628,-0.50021905,0.09403778,0.19989535,0.1926589,-0.043335952,-0.12397392,-0.32259762,-0.097797595,0.044935357,-0.24033527,0.25720346,0.1074194,-0.21689095,-0.09976295,-0.12653045,-0.30645248,-0.030529829,-0.009768081,-0.36282894,0.14610264,-0.18062216,0.14464007
3808969,0.060103003,1.4222476,-0.5821321,0.11036297,0.7482431,0.27989456,0.045457665,0.28614706,-0.19828606,0.2553014,-0.041373894,0.17979077,-0.06393982,-0.08030651,-0.0038533697,0.13992208,0.16906133,-0.13682193,-0.09924202,0.21172577,-0.0321707,0.07624502,0.08885796,0.036756366,-0.09055206,0.004486335,-0.071971945,-0.043953232,-0.007928482,0.04044188,-0.09419905,-0.075050585
4119136,-2.0745497,0.81085783,1.5139319,-0.7764072,0.2441833,0.31775618,-0.05973948,-0.5743284,0.10783072,-0.06262755,-0.42396215,0.124670796,0.19843155,0.2104006,-0.0545702,0.43988055,-0.61575955,-0.108771905,0.30573875,0.14096229,0.15327345,0.06699331,-0.14772792,0.35223937,-0.31513283,0.19966735,0.024453377,-0.4427861,0.38351002,-0.13635458,0.50527465,0.2625286
3921711,-1.2935601,0.32498753,-1.0781031,-0.6556899,-0.92127824,0.12557667,-0.08493516,-0.3222937,0.02128557,0.07964138,0.514048,0.033844642,0.4705864,-0.1549384,0.6296075,-0.3004203,0.093557805,0.07360923,0.31751326,-0.18659192,-0.20931277,-0.20951681,0.5415636,-0.056072243,-0.3922718,0.09233476,0.026264317,0.10896298,-0.06044314,0.14823155,0.12772919,0.2466891
4016111,-0.6656577,0.34672338,-1.0480458,-1.0582141,-0.21805535,-0.37100542,-0.4189029,-0.39074764,0.43241102,-0.031567857,-0.35494718,-0.25600156,0.14688005,-0.31925938,-0.20009011,-0.18593273,0.03676279,-0.1900843,0.29961273,0.16310741,0.17960346,0.1699114,0.22487053,-0.22760542,0.056128047,0.11955037,-0.27172294,0.17175873,0.33537233,-0.25340706,-0.050847307,-0.028944284
4134613,-0.29225054,-1.0487226,-1.0229762,-0.51467127,-1.094865,-0.6734519,-0.84806734,-0.6883297,-0.05097831,-0.53185844,-0.73219883,0.0445897,0.16765584,-0.38825893,-0.3243139,-0.09409186,0.08289906,0.019712051,0.38088694,0.085779026,0.12542078,-0.048190515,0.37411293,0.098411255,-0.09883339,-0.2706075,-0.21512653,-0.07125188,-0.1481837,-0.06015394,-0.060156398,-0.35423243
4129411,-0.7287824,0.757751,-0.8959469,-0.047711592,-0.8155426,0.20470032,1.2773081,-0.0032314183,-0.4679969,0.19902182,-0.5580921,0.08235566,-0.18308333,-0.15229453,-0.29152933,0.055889904,-0.0045641516,0.13978775,0.002775029,0.03187179,0.28951254,-0.08405423,0.2714821,-0.3528548,-0.15060845,0.124400415,-0.12958235,-0.072580025,-0.2702188,-0.0946743,0.011866337,0.13584279
345516571,-2.5543535,0.03037633,1.175167,1.2585002,0.03365111,-0.13059641,-0.7337894,0.66221833,0.04516616,-0.29055,0.5608435,-0.057680164,0.25350285,0.045257494,0.46749568,-0.33267266,0.19979995,0.17290533,0.10336757,0.3094348,0.0057546603,0.33981866,0.56573546,-0.4282928,-0.35763678,-0.19003686,0.031405933,0.36842662,-0.4363155,-0.099380545,0.056659695,0.22498633
80846992,2.2484977,1.0060648,-0.13053015,0.69436544,0.43926716,-0.011188641,-0.8521906,-0.17808175,-0.03409066,-0.59200186,-0.14623117,0.25737613,0.054770183,-0.097013675,-0.007832229,-0.18136448,0.23384579,-0.14893238,-0.09013613,-0.0078387605,-0.3043962,-0.069355994,-0.07702656,0.037064932,-0.105630755,0.28326523,0.19763172,-0.08923569,-0.26040274,-0.10361687,-0.038062524,-0.003307328
4111611,-0.05582301,0.08621935,0.060791716,-0.05246386,-0.02418405,-0.1770143,0.4777604,-0.6098893,0.20585714,-0.058147952,-0.027134575,-0.37658146,0.22767161,0.11694332,-0.014039478,0.16947126,-0.1755657,-0.24020317,0.12097734,0.18392062,-0.27880195,0.24791391,0.2384645,-0.08900595,-0.0008954282,-0.08726547,0.27358803,0.32189262,0.109464295,0.117626384,0.106388785,0.15585205
3735101,2.8945165,0.79623467,1.1590866,0.22252133,-0.28504804,-0.09970749,-0.48118618,0.64239544,0.054357927,-0.7540216,0.45742768,-0.38195565,0.004595045,0.034803264,0.16137521,0.12997358,-0.6702682,0.3630289,-0.18063459,-0.10752521,0.20330925,-0.009369434,0.018592294,-0.03951097,0.09415305,0.21442486,0.09412188,-0.28683254,0.09527158,-0.18167341,0.24329288,-0.099299975
3596569,-0.5319502,-1.2809126,-0.6427828,-0.6261795,-0.90989506,0.059834305,-0.8455611,-0.2874818,-0.45183665,-0.4758635,-0.28878877,-0.06575055,-0.13513745,-0.3900815,-0.03503041,-0.16842072,0.14074086,0.29909915,-0.43279108,-0.048902873,-0.28161317,-0.093632355,0.32080275,0.18902569,-0.09685671,-0.48096195,0.0183539,-0.270376,0.15764342,-0.12976705,-0.15740927,0.35945934
3646855,2.748031,-1.0138736,0.5095532,-0.13581912,-0.018735968,-0.09493219,0.3536458,0.09715362,0.29572576,-0.03373173,0.02364427,-0.37908912,-0.41775814,-0.16680361,-0.047775697,0.034241803,-0.090516545,0.16420579,0.031880084,-0.07331656,-0.004175341,0.078197226,0.017257743,-0.13222642,-0.20840558,-0.06849816,-0.1620149,0.10404955,0.21581122,-0.264144,0.052644372,0.09208864
4125576,1.7515054,-1.4419326,0.07857018,-0.72384727,0.3135761,-0.04922754,-0.31693128,-0.16130783,0.24857861,-0.08945369,-0.5412848,0.5320608,0.015523816,0.322966,-0.0032047324,-0.102772,-0.08990895,0.16225097,-0.43930233,-0.25232676,-0.18253158,0.12362811,-0.002889135,-0.09724456,-0.14691474,-0.40433368,0.21551232,-0.046438634,0.062345095,-0.03975805,-0.2895244,0.22287132
3598748,-1.4088814,0.14800927,-0.7129758,-0.67727077,-0.024059622,-0.2940756,-1.0075129,-0.22886373,0.13792096,0.3523033,-0.0072784983,0.22802317,-0.231926,0.27993742,-0.047174897,0.3681012,-0.06891283,-0.14188348,0.46909037,-0.27607983,0.21984236,0.1500785,-0.108588554,0.070507154,0.35910773,-0.22525252,-0.3716391,-0.123700805,-0.04078496,0.21674234,-0.39200464,-0.046124343
2053226940,-0.6210062,-0.20936874,-0.44121048,-0.35970944,-0.24614799,0.2920748,0.13406114,0.13789676,-0.03402541,0.06458253,-0.16873206,-0.24651952,-0.28537694,0.014347918,-0.0906132,-0.036580153,-0.08634095,-0.06704756,-0.08448904,0.15104418,0.07045695,0.30462536,-0.3450374,-0.1239203,-0.09347861,-0.1639944,0.009610484,0.19369878,0.20169978,0.28792158,-0.0904632,-0.09757985
67079230,-2.2146072,0.51864535,1.098632,-0.27685902,0.20706652,-0.032567885,-0.23715654,-0.5089318,0.12861842,-0.06715089,-0.3411301,0.5712941,0.505033,0.31859845,0.067866184,0.3962301,-0.3618652,0.084916405,0.15283482,0.27342921,0.3550404,-0.30382672,-0.17642856,0.2716586,-0.09584343,-0.009980498,0.17266503,-0.24009143,0.31448457,-0.33574528,0.0644312,0.041510757
4014049,-1.2590868,-1.3895637,0.038687676,0.9449096,-0.25712836,-0.39369467,0.18821289,-0.32605115,0.1454428,-0.24514236,-0.15917224,-0.1801158,0.11414808,0.0677273,0.18405782,-0.06739925,-0.074713655,0.3306791,-0.5814809,0.115874745,-0.0164594,0.38468385,0.14037365,-0.15726635,-0.0608973,0.10282856,-0.062972374,0.021107754,0.10849322,-0.26251477,-0.051359747,-0.2948493
4159775,-1.05419,-0.45966727,-0.7463285,-0.4886005,-0.32031915,0.13191752,0.6779481,-0.16463977,0.3219165,-0.5980993,-0.6052651,-0.52303815,-0.15733184,0.02847149,-0.08683868,0.15256496,0.34831804,0.3265292,0.116308585,0.31967318,-0.012256238,0.40165386,-0.24289937,0.45004734,0.12939866,0.37842783,-0.15824002,-0.09741758,-0.21141066,0.05671619,-0.25151125,-0.07669504
4166411,-1.506804,1.4528189,2.1575892,0.70133656,-0.11249982,0.40095916,0.83056134,-0.7224223,0.29498878,-0.12231268,-0.4582962,-0.08385909,-0.36450657,-0.5494495,0.25167435,0.13075052,-0.313975,0.17709261,-0.08065233,-0.3158528,0.028152883,0.2169512,0.0789845,-0.100930505,-0.21882832,-0.10301153,-0.024104876,0.06425945,0.33011502,-0.10271713,0.0056497487,0.34686348
3628086,-1.5345328,-1.3197209,1.0322471,0.63907534,0.38491133,0.21043266,-0.73825973,0.46149996,-0.25703773,0.011290207,0.060569804,-0.12740482,-0.31765324,-0.10660821,-0.076773815,0.18199126,-0.2181496,0.20906436,0.26580086,0.5062098,0.03283917,0.027055351,0.3609518,-0.08539431,0.06229813,0.07264961,-0.0365427,-0.30529907,-0.014190311,-0.4997269,-0.034655944,-0.045076404
