zpid,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31
3826032,-0.3088684,0.03804488,0.063491486,0.029819109,-0.19902298,-0.1230947,0.053486805,0.08953322,-0.05339276,-0.014704266,0.12259307,0.11536846,-0.03625575,0.022524986,-0.03821342,0.08315888,-0.030796414,0.12028133,-0.07179457,0.03732574,0.021731049,-0.045457818,-0.042107154,-0.06532457,-0.098605976,-0.0758967,0.02625203,-0.12246878,0.030272482,0.008440114,-0.026376395,-0.007855071
4169371,-0.37158617,-0.11017257,-0.030823493,-0.1658522,-0.069711134,-0.010635623,-0.09857636,-0.057441298,-0.095482506,-0.03764521,0.026643192,-0.10186088,0.114600696,0.08300527,-0.0402629,-0.014791065,-0.06700083,-0.17625234,0.08919599,-0.047237348,-0.049399976,-0.040351726,0.06870087,-0.04440181,-0.039198037,-0.0433945,0.10180664,-0.10019817,-0.034788933,0.04060728,-0.054477155,0.010729958
4124807,0.22969753,-0.10015695,-0.031527758,-0.038581144,-0.069215864,0.13636768,-0.020345163,-0.15671189,0.055925906,0.009127173,0.05078856,-0.016378187,0.0033215208,-0.03464172,-0.074784,0.049943916,-0.04244591,-0.04749497,0.001840396,-0.047424547,-0.0750896,-0.0060919933,0.0156040285,-0.08197948,-0.048715565,-0.0071641672,-0.029409802,-0.04738296,-0.003063207,0.039941445,-0.018370138,0.0039050248
3658705,0.1337848,-0.11330992,0.2277594,0.07288131,0.008469023,-0.097805984,-0.14987308,0.102841854,-0.106606536,-0.104389414,-0.02382217,0.038485974,-0.20083816,0.17285725,-0.029705772,-0.011658661,0.07354074,-0.053711403,0.100785464,0.15106988,-0.08670948,0.01773654,0.03752246,0.021291502,0.08054827,-0.0025666617,-0.053522468,-0.02247976,-0.091276206,-0.011699923,0.049459253,-0.026380504
4080615,0.08941755,-0.01965617,0.0024519118,0.25178578,-0.06294877,-0.08572357,-0.06745131,-0.08574762,0.011745968,0.12613523,0.15364245,-0.058814738,-0.12548679,-0.1567979,0.11258843,0.10909358,-0.037059,0.04029171,0.13935916,0.16990073,0.0015982768,0.054345954,0.01565256,0.043302182,-0.07192141,0.007088853,-0.005861862,0.078961596,-0.027818037,0.033395432,0.06261703,-0.0108687775
87726428,0.2949464,-0.08730253,-0.09269373,-0.16481827,-0.01241524,-0.03186037,0.021960309,0.01874641,-0.13696031,-0.14108205,-0.0033568293,0.023411717,-0.108742565,-0.11780051,-0.053825255,-0.14072694,0.034698635,0.05213423,0.06735047,-0.12686914,0.016145097,0.068825275,0.07703185,0.1462707,0.06902389,0.007016288,-0.06093727,-0.031890023,-0.05055359,-0.041341126,0.021488076,-0.061756812
4138814,0.107178606,-0.24469982,0.17390998,0.2571388,-0.12034296,-0.034236513,-0.10615887,0.060775377,0.053982835,-0.048719395,0.012264388,-0.048610553,0.022095503,0.09519224,0.09882526,-0.021213738,0.02156132,0.04387332,0.0129666915,-0.038138814,0.038387015,0.02528808,-0.028678738,0.0107076755,-0.031774323,-0.061000038,0.006455306,0.028449858,-0.021941515,-0.010423358,0.038294055,0.051062487
4121793,-0.027848912,0.1503307,0.2047237,0.1976102,0.025720228,-0.05781522,0.12086,0.045672104,-0.011846221,0.09365043,-0.05712924,-0.105379105,-0.11055885,-0.08938326,0.19650601,0.0090400595,-0.03093146,-0.015239148,0.056754656,0.14815764,-0.12222244,-0.0254714,0.12634131,0.0852779,0.07356885,-0.0024206738,0.0011809324,0.0224644,-0.026378898,0.029240439,-0.010107748,0.012699258
4118228,0.117834404,-0.19672792,-0.33279327,0.043193202,0.10657665,0.175876,0.16595365,0.011585864,-0.009852411,-0.018570065,-0.12849611,-0.025841406,0.02743028,0.09081744,-0.013135446,0.06471703,0.053233005,-0.06429714,0.028874468,-0.08238636,0.059900645,0.050467644,0.029812425,-0.029615544,-0.03434367,0.0699862,-0.015320014,-0.01658188,-0.027396452,-0.10162484,0.01624011,-0.0101603335
4014333,-0.31555253,0.024779852,0.24317986,-0.03782224,0.18579881,0.04838507,0.18990695,-0.04767129,-0.060784955,-0.030382881,0.03781207,0.059851393,0.052118707,-0.008727744,-0.029421672,-0.033450637,0.078525394,0.051963285,-0.061283965,-0.038789965,-0.092378415,-0.00089971017,-0.0031273367,0.043068588,0.026296051,0.021320142,0.08543484,0.0373604,0.12862079,0.08271964,0.036096722,0.05033679
4002438,-0.080863155,-0.12605162,0.10761151,0.0031936814,-0.08614773,-0.045717545,0.029736623,-0.105902106,0.058108095,0.021941151,0.1623493,-0.003187713,-0.029037867,0.06482345,-0.0199193,-0.09721735,-0.023614723,-0.005246093,0.09888568,0.008523534,0.029741315,-0.0746998,0.10858337,0.1231541,-0.028669575,-0.023430446,0.054841492,0.004185717,0.08402548,-0.067127526,-0.043225758,0.0028515346
3601403,-0.033985797,-0.22803104,-0.17621781,0.2873542,-0.054757033,0.034550354,0.037083715,0.15661384,0.044397384,-0.012784078,0.032640103,0.06054054,-0.14092357,-0.013940304,-0.02978647,-0.09178339,0.028496375,-0.024386972,-0.047426734,0.021008238,0.024909573,-0.023596823,0.14491914,-0.024906678,-0.0041827806,0.071717106,0.075749956,-0.06992884,-0.047455467,-0.07030092,-0.08934125,-0.06840529
3641499,-0.22375152,-0.011993283,0.03432466,0.13160345,-0.13107549,-0.103454344,-0.05953817,0.053239528,0.002213707,-0.21189196,-0.19206853,-0.16838966,0.055393185,0.029584285,-0.160522,0.089440726,-0.1268045,0.1893123,0.0024658237,-0.0029799233,0.021442028,0.05453533,0.082823545,0.016835012,0.0066810804,0.04404226,0.0021299352,0.00650695,-0.015806321,0.027922923,-0.025266,-0.018201428
3826348,-0.07515657,-0.17566532,0.08367696,-0.11941194,0.09104938,-0.13811384,0.01654334,-0.08653206,0.15160257,0.007331584,0.062542245,-0.08530363,-0.12245668,0.036485374,0.02153796,0.0017282738,-0.026669698,-0.028157022,0.051106703,-0.07093247,-0.062804654,0.013382702,-0.00077269267,-0.12870324,-0.036644034,0.037562024,-0.048714414,0.030873202,0.07037182,0.03133229,0.052487895,-0.032009996
4152657,0.07889173,-0.23622683,-0.1709506,-0.045988496,0.26170346,0.08703217,0.028433232,0.025356919,-0.06993995,-0.101781204,-0.16555075,-0.078374065,-0.07064165,0.14566463,0.004377671,-0.07829261,0.048758343,-0.019554319,-0.067773096,-0.08769489,0.027619958,0.20223054,-0.010715705,0.04792646,-0.060914803,-0.0993665,0.015130302,-0.05516605,0.08840973,0.00037538845,0.027684536,-0.058597546
3624546,-0.005952793,0.09824708,-0.044148464,0.09157497,-0.25248083,-0.003543222,0.01147146,0.1493577,0.07117187,0.16650185,0.028155375,0.017609775,0.08731705,-0.07120845,-0.07450654,0.02394669,-0.06092495,0.013463034,0.055489074,0.018096834,-0.01832871,-0.049220327,0.025202364,0.13763948,0.09099658,-0.059175976,0.008479168,-0.012526372,0.045533422,-0.0881077,-0.07244852,-0.1070609
3497399,-0.17660968,0.08832087,-0.1008071,0.2803498,0.29136965,0.12126342,0.028016653,0.056138698,-0.10025374,-0.07119107,-0.03287568,0.106826976,-0.21385884,-0.06307166,0.0052367416,0.0002087122,-0.05424945,-0.065631144,-0.030115213,0.0008733816,0.09261405,0.04861165,0.03187228,0.0341455,0.055426084,0.026776692,0.018476497,-0.0044986834,-0.10147416,0.006657787,-0.0053509115,-0.05667472
3711947,0.40369257,-0.01848047,0.052996285,-0.08014037,0.08534819,-0.037854314,0.048385225,0.111388616,-0.0918122,0.005014528,0.08337246,0.007865658,0.118660174,0.026979595,-0.021937424,-0.004752937,-0.040061813,0.04074442,-0.021366518,0.04968686,0.03322441,0.06667685,-0.046051472,0.03574336,-0.024411136,-0.09364738,0.010171584,-0.043638382,0.09235162,0.047907434,0.08329823,-0.060388125
3576854,0.023047926,0.004806485,0.07742779,-0.07767581,-0.03693526,-0.047816023,0.11936095,-0.061897397,0.2685925,0.07207563,0.11141244,-0.06016371,-0.11347808,0.068509005,-0.064427815,0.032910887,0.100889735,0.027194768,-0.092520975,0.04025672,-0.20209372,-0.0808255,0.015055469,-0.058696933,-0.037447046,0.038314704,-0.036390852,0.007954879,-0.0069780485,0.0041044313,0.107846215,0.0701893
3628067,-0.12630083,0.20821235,0.001868547,-0.027366554,0.032061465,-0.27155215,-0.19751345,0.059389208,0.0057943934,0.094247915,-0.17084166,0.016084144,0.06992928,0.04992069,0.01898902,0.03945618,0.119960494,-0.045448836,-0.04487334,0.005131044,0.022191871,0.04904379,-0.027279528,-0.22024629,0.09783867,0.042164013,0.03196789,-0.0035824343,-0.053808212,-0.061963253,-0.055206537,0.08588159
3921744,-0.236033,0.11618935,-0.07670756,-0.15106557,0.014184672,0.118181705,-0.18922941,0.12621677,-0.053289324,0.038233478,-0.11470416,-0.018003238,-0.075976506,0.048308324,0.07715864,-0.1632829,0.07344767,0.11861231,0.13177843,0.06555709,-0.120937794,-0.15539585,-0.30626196,0.04994009,0.094136626,0.07583743,-0.025419384,-0.018810326,-0.018395815,-0.009946545,-0.078311846,-0.035711158
119094489,0.3300893,0.039331306,0.0047515547,-0.043992262,-0.006599245,0.012697004,-0.10890487,0.04013677,-0.1728004,-0.10083472,0.06102597,0.0075055123,0.044987008,0.062610805,-0.042711414,-0.0049417205,-0.04686118,-0.067099765,-0.03653378,0.097451545,0.057930928,0.06892904,-0.053573906,-0.014173384,-0.07900905,0.076133035,-0.006353975,0.066203244,0.004350667,0.00684644,-0.028593455,-0.054793302
3808969,0.06387454,0.028147466,-0.09938006,-0.14689034,-0.032056354,-0.3432463,0.026210546,0.037628304,-0.002210967,-0.05322851,0.020192632,-0.017400203,-0.09415965,0.11160612,-0.13631648,-0.009698309,-0.112090275,-0.086948745,-0.15619147,0.18648005,-0.17999505,-0.013189594,-0.018807216,0.047610927,0.05709223,0.09815665,-0.08911807,-0.056859307,0.06940787,-0.046675216,-0.059472684,-0.06160091
4119136,-0.40942505,-0.043799624,0.03441505,-0.21458232,0.038502958,-0.0044778814,0.05493236,-0.15040901,-0.013780865,0.1898355,0.07471823,-0.059333004,0.16053653,-0.075264774,-0.10723321,-0.11483717,0.11993629,-0.19183387,-0.016308043,0.10351668,0.040970277,-0.07576243,0.07175347,-0.027166298,-0.09558559,-0.048285995,0.042310886,-0.04797698,-0.00963802,-0.029429594,0.115818836,0.0001917121
3921711,0.096686356,-0.10573606,0.09838472,0.05862693,-0.30675766,0.15512866,-0.002099364,-0.019750953,0.17797172,0.02704517,-0.15118235,0.26435852,0.05047884,0.054498173,0.06475054,0.08141987,-0.036884807,-0.034228574,0.007857499,0.06326767,0.09337797,0.057216644,-0.009885389,0.13959365,0.040498722,0.04946356,-0.021371182,-0.03475996,-0.030970544,-0.044325713,0.010845565,0.016099427
4016111,0.14907937,-0.10373272,0.08570118,0.043565497,-0.2646851,-0.055123348,0.018268049,0.1943835,0.017108537,0.006196736,0.041555416,0.037238672,-0.09655333,0.11556195,0.048292927,0.0071414583,0.05132397,0.10248492,-0.042412303,-0.13728349,-0.0224696,0.056872524,0.030735355,0.047522023,-0.01808974,0.0054512178,0.12514733,0.036544636,0.05681805,-0.015497934,0.02795055,0.024499202
4134613,0.24428327,-0.11184822,0.08656552,-0.077995256,-0.10887799,0.097736545,0.16462383,-0.04514663,0.08195782,-0.07374556,-0.11909318,0.026341423,0.03680136,0.12337878,0.0713064,0.10239035,-0.029374165,-0.11191034,0.113993905,-0.021432925,0.006215973,-0.037059736,-0.009481365,0.022337824,-0.041359566,0.012327881,0.054101355,-0.056864757,-0.07225634,-0.10428688,-0.05873022,-0.032904886
4129411,0.08297144,-0.20180787,0.16889411,0.058601093,-0.100968614,0.09843034,-0.05176219,-0.02327634,0.05606576,-0.035648685,-0.052084133,0.08354518,-0.04870819,-0.10663693,-0.014028715,0.06561925,-0.032243602,-0.1256145,-0.03437758,0.11219233,0.16746087,-0.026674181,-0.06517947,-0.06638692,0.030681474,-0.05507103,0.04793422,0.08983531,-0.072642334,-0.056209967,0.109986834,-0.0119146425
345516571,-0.28052732,-0.025451532,0.13506466,0.16330448,-0.24328712,-0.11770701,-0.10014108,0.10422983,0.096298635,-0.31436893,-0.088926576,-0.075304925,-0.041980974,-0.13097525,-0.063609585,0.142809,-0.12970787,0.15107016,-0.07539078,0.09768388,0.044766538,-0.05148471,-0.091520384,0.06645342,-0.02912552,0.05271408,-0.012071905,-0.054684713,-0.12132591,-0.03048046,-0.058713533,-0.13090701
80846992,0.28586173,0.07209205,0.01959518,-0.13016176,-0.037013926,-0.016534701,0.15293476,0.047976833,-0.08955171,-0.17922708,0.111450166,-0.13725789,-0.08350606,-0.058200106,-0.11443038,-0.1163044,-0.021448169,0.020606773,-0.04547412,-0.074280895,0.034879055,0.14831147,0.042323306,-0.061674606,-0.019344116,-0.009677934,0.02006987,0.013324995,-0.011014456,-0.04046774,0.0021718072,-0.01469553
4111611,0.046093687,-0.017438231,0.16544375,-0.060752716,0.2500656,0.09666903,0.06463016,-0.19074242,0.020716555,-0.17427823,-0.20032524,-0.056877602,0.048849307,-0.10872516,-0.035200305,0.0146972295,0.04868286,0.059057485,-0.015481962,0.09977666,-0.03760111,-0.054161068,0.066783555,0.04615862,-0.028789474,0.018835058,0.007962791,-0.043349896,-0.005162564,-0.002917546,-0.0566548,0.048492745
3735101,-0.15960787,0.2027468,0.10612576,-0.022934308,0.0848985,-0.005286234,-0.017204806,0.064374,-0.08460006,-3.817768e-05,-0.10686353,0.062112063,-0.007599794,-0.12122523,-0.08076427,-0.053344756,-0.14484684,-0.01839561,0.019852655,-0.0387229,-0.004665004,-0.10203531,-0.10281914,-0.020760756,-0.035007678,-0.051180247,-0.025016494,-0.022291861,0.06730778,-0.02109035,0.0050376514,-0.038191035
3596569,0.028836848,-0.05315408,0.12252748,0.15162717,-0.17500266,0.015098371,-0.066102974,0.04948717,0.120699815,-0.019678308,-0.13963549,0.044742633,-0.011606272,-0.057183787,0.16243793,-0.047416914,0.015918903,-0.00968905,0.05881555,-0.12866822,-0.07224164,-0.03193159,-0.040081516,0.07224279,0.008476547,0.03337945,0.14557919,0.0267057,0.007144177,-0.0208321,-0.02639545,0.07787193
3646855,0.31243542,0.023565937,0.057545796,-0.065914504,-0.087259196,0.0033403547,0.13126387,0.03142868,-0.102429144,0.006284507,0.014843378,-0.08815753,-0.03799317,-0.01629866,-0.032734666,0.03355565,0.02891271,-0.021128017,0.112060964,0.09526073,-0.03793688,0.040115602,-0.016187228,-0.0037414574,-0.008931213,0.11449477,-0.08314861,0.0711071,0.01684531,-0.13197145,-0.10344906,0.013445436
4125576,0.32931465,-0.043829042,0.025490556,0.1108045,0.009002021,-0.00606209,-0.0076747457,0.009571085,-0.075894885,0.0229164,0.022828583,-0.1483145,0.0012727291,-0.020075776,0.17023538,-0.0152391,-0.059729144,-0.034921635,-0.012118393,0.033054307,0.054720484,0.08021485,0.015318644,-0.042937633,-0.051759444,-0.028260818,0.085961185,-0.05850059,0.023946196,-0.0155045055,-0.043858226,-0.057886638
3598748,-0.15499881,-0.06805041,0.18017831,0.17913088,-0.021697886,-0.058129273,-0.07385635,0.059803195,-0.08141924,-0.1341764,0.0848333,-0.041877773,0.15533023,0.21524197,-0.045634855,0.060937554,-0.052808408,-0.07352817,0.16760504,-0.04235332,0.022786949,0.05024542,-0.09865346,0.00096282247,-0.09572476,0.07288027,-0.075681195,-0.061435692,-0.16803184,0.0024177432,-0.004667778,-0.039002344
2053226940,0.05040187,0.040000416,-0.0018145565,-0.057294864,0.0770825,-0.09705062,-0.03216464,0.034189027,0.027403383,0.08581684,-0.061312087,0.0040690457,0.022853635,0.012111887,-0.08777844,-0.02977552,-0.016441137,-0.05791356,-0.08911263,0.043444145,0.119228765,-0.15080771,0.03952106,0.052549917,-0.02338269,-0.055040587,0.0016091926,0.12029231,0.04888796,0.08645916,0.042992912,0.051339645
67079230,-0.18425713,-0.28201202,0.16595975,-0.1897251,0.13688992,-0.08768557,0.14072058,-0.069513164,-0.023454769,0.07599378,0.10209183,0.0068790936,0.002596144,-0.03250293,0.021963364,-0.049667764,0.025954388,-0.041431606,-0.051200036,-0.05802085,0.03647648,-0.0483632,0.06278651,-0.076434635,-0.038373962,-0.0606505,-0.015794558,0.04063236,0.028256366,-0.02153236,0.0003466268,-0.03837243
4014049,-0.122706905,-0.007462689,-0.067377634,-0.44190246,0.20695761,0.30679676,-0.23384364,0.27788937,0.13269407,0.01026428,0.04818926,0.076001525,-0.08295471,-0.13074836,0.053351186,0.0046612853,0.04435404,0.035558876,-0.063912086,0.016554378,0.0018552133,0.09466482,0.17241853,-0.025405243,-0.017769063,0.08539911,0.027843392,-0.029115003,-0.016093677,-0.03409056,-0.0792932,-0.0351194
4159775,0.102263644,-0.11088156,-0.26418293,0.08504505,0.10597347,0.109955035,0.039536953,0.00707222,-0.046322957,-0.1392053,-0.14143384,-0.035423856,0.11355077,0.12465114,-0.025521325,0.13552877,0.06374944,-0.017686646,0.018460153,-0.062764324,0.058981467,-0.041252453,0.040390268,0.06688618,0.029820634,-0.021344298,0.0050131665,-0.01857156,-0.03446845,-0.084507994,-0.014283494,-0.0582114
4166411,-0.2694598,-0.33776438,-0.33281812,0.03462515,0.025540048,0.047873385,0.1663657,0.05003927,-0.12058024,-0.112374455,-0.052617613,0.042531565,-0.04055456,-0.016025629,0.011837717,0.035637826,0.03563207,-0.037268277,-0.033348516,0.08880576,-0.038496323,-0.07818168,0.08487592,-0.046546184,-0.07836402,-0.041004714,0.0069771693,0.046671856,0.007648794,0.03188676,0.009430643,0.02436495
3628086,-0.2081721,-0.055845123,0.14399487,0.23026936,-0.21549807,0.02799695,-0.20512196,0.17644958,0.009390788,0.07478833,-0.09283911,-0.012499437,0.07970178,-0.07782968,0.03152134,-0.047839936,0.007964947,0.14403397,-0.11758581,-0.09463657,-0.015567725,0.003594262,-0.06851949,0.05721825,0.07494322,-0.019109434,0.030981509,-0.005311044,0.02390019,0.016024942,0.033938672,0.06338484
